"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
45579,1073,"","Fragment of:- Terra-cotta cone of blue glaze","TA.OC.23-24.0006","23/6","","","Grape bunch fragment blue crown. Scale 1/1 Size 4x4 cm  29 x 23  P.46.24.12","","https://www.flickr.com/photos/25459876@N04/18700958799","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45580,580,"P.46.24.13","Terra-cotta mould of necklace pendant. bud design.","TA.OC.23-24.0007","23/7","","","29. X. 23.","","https://www.flickr.com/photos/25459876@N04/18881912452","Mary Banks; Denis Antoine"
45580,1073,"","Terra-cotta mold of necklace pendant bud design","TA.OC.23-24.0007","23/7","","","Scale 1/1  Size. 31.2 x 2 cm  29 x 23  P.46.24.13.","","https://www.flickr.com/photos/25459876@N04/18881912452","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45581,580,"P.46.24","Small blue glazed scaraboid with ""Nefer"" sign on base","TA.OC.23-24.0008","23/8","","","29. X. 23.","","https://www.flickr.com/photos/25459876@N04/18860834476","Mary Banks; Denis Antoine"
45581,1073,"","Small blue glazed scaraboid with ""Nefer"" sign on base.","TA.OC.23-24.0008","23/8","","","Scale 1/1 Size. 1 cm long.   29 . x . 23.   P.46.24","","https://www.flickr.com/photos/25459876@N04/18860834476","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45582,580,"P.46.24.15","Blue glaze necklace pendant of bud design. grape bunch","TA.OC.23-24.0009","23/9","","Australia","29. X. 23.","","https://www.flickr.com/photos/25459876@N04/18881911992","Mary Banks; Denis Antoine"
45582,1073,"","Blue glaze necklace pendant of bud design ","TA.OC.23-24.0009","Z3/9","","Australia","Grapebuds  Size. 1 1/2 cm long   29. x. 23.  P. 36.24.15","","https://www.flickr.com/photos/25459876@N04/18881911992","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45583,580,"P.46.24.12","Clay mould for finger ring","TA.OC.23-24.0010","23/10","","Bristol","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18860873276","Mary Banks; Denis Antoine"
45583,1073,"","Clay mould for finger ring","TA.OC.23-24.0010","23/1-","","Bristol","Scale 1/1 Size. 4 x 4 cm. 30. x. 23. P46.24.12","","https://www.flickr.com/photos/25459876@N04/18860873276","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45584,580,"P.46.24.11","Bronze arrow head","TA.OC.23-24.0011","23/11","","Chadwick","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18881911082","Mary Banks; Denis Antoine"
45584,1073,"","Bronze arrow head","TA.OC.23-24.0011","","","Chadwick","Scale 1/1 Size. 12 cm long  30. x. 23.  P.46-24. 11","","https://www.flickr.com/photos/25459876@N04/18881911082","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45585,580,"P.46.24.16","Egg-shaped piece of alabaster","TA.OC.23-24.0012","23/12","","Australia","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18700956179","Mary Banks; Denis Antoine"
45585,1073,"","Egg-shaped piece of alabaster","TA.OC.23-24.0012","23/12","","Australia","Scale 1/1 Size. 4 1/4 cm. diameter,  30. x. 23.  P.46-24.16","","https://www.flickr.com/photos/25459876@N04/18700956179","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45586,580,"P.46.24.11","Fragment of black and white variated glass","TA.OC.23-24.0013","23/13","","Australia[;]B.M.","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18266482283","Mary Banks; Denis Antoine"
45586,1073,"","Fragment of bladk and white variated glass","TA.OC.23-24.0013","23/13","","Australia BM","Scale 1/1, Size. 4 cm by 2 cm,  30. x. 23.  P.46.24.11","","https://www.flickr.com/photos/25459876@N04/18266482283","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45587,580,"P.46.24.3","Fragment of bone bracelet","TA.OC.23-24.0014","23/14","","New Zealand","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18700954949","Mary Banks; Denis Antoine"
45587,1073,"","/fragment of bone bracelet","TA.OC.23-24.0014","","","New Zealand","Scale 1/1  Size 7 1/2 cm A to B,  30. x. 23.   P.46.24.3","Note - ivory has been crossed out in the title and changed to bone.
Drawing shows A on left and B on right ends.","https://www.flickr.com/photos/25459876@N04/18700954949","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45588,580,"P.46.24.17","Fragment of clay doll, Traces of red pigment","TA.OC.23-24.0015","23/15","","Bolton","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18881908582","Mary Banks; Denis Antoine"
45588,1073,"","Fragment of clay doll, Traces of red pigment","TA.OC.23-24.0015","23/15","","Bolton","Scale 1/1. Size. 7cm long.  30.x.23.  P.46.24.17","","https://www.flickr.com/photos/25459876@N04/18881908582","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45589,580,"P.46.24.13","Blue glaze fragment of necklace pendant. Head of Syrian captive. Bes.","TA.OC.23-24.0016","23/16","","B.M.","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18264582654","Mary Banks; Denis Antoine"
45589,1073,"","Blue glaze fragment of necklace pendant Head of Syrian captive","TA.OC.23-24.0016","","","BM","Scale 1/1  Sized. 1 cm by 1 1/4 cm.  30. x. 23.  P.46.24.13","In pencil under title: Bes","https://www.flickr.com/photos/25459876@N04/18264582654","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45590,580,"P.46.24.13","Large fragment of pottery with hieratic text, painted in black","TA.OC.23-24.0017","23/17","","not found","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699410348","Mary Banks; Denis Antoine"
45590,1073,"","Large fragment of pottery with hieratic text, painted in black.","TA.OC.23-24.0017","23/17","","","Not found   Size. 20 cm long.   30. x. 23.  P. 46.24.13","No drawing present.","https://www.flickr.com/photos/25459876@N04/18699410348","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45591,580,"P.46.24.3","Blue glaze necklace pendant in the form of a fish","TA.OC.23-24.0018","23/18","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18881907152","Mary Banks; Denis Antoine"
45591,1073,"","Blue glaze necklace pendant in the form of a fish","TA.OC.23-24.0018","23/18","","","scale 1/1  Size. 2cm long. 30.x.23.  P.46.24.3.","","https://www.flickr.com/photos/25459876@N04/18881907152","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45592,580,"P.46.26.2","Fragment of blue glaze ring with inscription on bezel","TA.OC.23-24.0019","23/19","","Bolton","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18266479033","Mary Banks; Denis Antoine"
45592,1073,"T.46.26.2","Fragment of blue glaze ring with inscription on bezel","TA.OC.23-24.0019","23/19","","Bolton","Size. 2 1/2 cm.  30.x.23.  ","T which is curled could be a P was found on bottom right","https://www.flickr.com/photos/25459876@N04/18266479033","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45593,580,"P.46.26.1","Broken fragment of figure of a woman (Isis?) with infant in her lap. Traces of red paint on the figure of the child. Wig of woman painted black and face red","TA.OC.23-24.0020","23/20","","New Zealand","not found[;]30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18264580534","Mary Banks; Denis Antoine"
45593,1073,"T (P) 46.25.1","Broken fragment of figure of a woman (Isis?) with infant in her lap.  Traces of red paint on the figure of the child.  Wig of woman painted black and red face.","TA.OC.23-24.0020","23/20","","New Zealand","Not grouped  Scale 1/1 Size 6 1/4 cm high.  30.x.23.","Have added number to provenance - hope correct","https://www.flickr.com/photos/25459876@N04/18264580534","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45594,580,"P.46.26.","Clay mould for finger ring with bezel","TA.OC.23-24.0021","23/21","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18860867246","Mary Banks; Denis Antoine"
45594,1073,"T(P?) 46.26","Clay mould for finger ring with bezel","TA.OC.23-24.0021","23/21","","","Scale 1/1  Size 5 x 5 cm.  30. x.23.","","https://www.flickr.com/photos/25459876@N04/18860867246","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45595,580,"P.46.26.6.","Terra-cotta female head with cone on the top. Traces of red paint on face.","TA.OC.23-24.0022","23/22","","Bolton","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18266477323","Mary Banks; Denis Antoine"
45595,1073,"T (P?)","Terra-cotta female head with cone on the top. Traces of red paint on face.","TA.OC.23-24.0022","23/22","","Bolton","Scale 1/1  Size. 3 1/2 cm high.   30.x.23.","P.46.26.6 found bottom right, have input at provenance as P not joined, see previous objects.","https://www.flickr.com/photos/25459876@N04/18266477323","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45596,580,"P.46.26.4.","Shell painted (??) (? natural) with lines of yellow and blue pigment. Hole at the top for stringing.","TA.OC.23-24.0023","23/23","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18887108135","Mary Banks; Denis Antoine"
45596,1073,"T (P?) 46.26.4.","Shell painted (??) with lines of yellow and blue pigment (?natural). Hole at the top for stringing.","TA.OC.23-24.0023","23/23.","","","Scale 1/1  Size 3 1/2 x 3 1/2 cm.  30.x.23.","words in brackets in the title are in pencil added after.","https://www.flickr.com/photos/25459876@N04/18887108135","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45597,580,"P.46.26.","Fragment of leather with turned up edges. Possibly part of a sandal.","TA.OC.23-24.0024","23/24","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18860833966","Mary Banks; Denis Antoine"
45597,1073,"T. (P?) 46.26.","Fragment of leather with turned up edges. Possibly part of a sandal.","TA.OC.23-24.0024","23/24","","","Size 10 cm long.   30.x.23.","","https://www.flickr.com/photos/25459876@N04/18860833966","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45598,580,"P.46.27.10.","Fragment of Aegean ware with red pattern on buff. ground.","TA.OC.23-24.0025","23/25","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699956678","Mary Banks; Denis Antoine"
45598,1073,"P. (T?) 46.27.10","Fragment of Aegean ware with red pattern on buff. ground.","TA.OC.23-24.0025","23/25","","","Scale 1/1. ize 7\1/2 x 6 1/2 cm    30. x . 23.","","https://www.flickr.com/photos/25459876@N04/18699956678","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45599,580,"P.46.27.3.","Blue glazed finger ring ""Uatchet"" design on bezel.","TA.OC.23-24.0026","23/26","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18890487911","Mary Banks; Denis Antoine"
45599,1073,"T (P?) 46.27.3","Blue glazed finger ring ""Uatchet"" design on bezel.","TA.OC.23-24.0026","","","","Scale 1/1  Size. 2 1/2 cm diameter.  30.x30.","Deciphering of ""Uatchet"" is based on letter formation Wadjet eye?","https://www.flickr.com/photos/25459876@N04/18890487911","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45600,580,"P.46.27.3.","Blue glazed finger ring ""Uatchet"" bezel.","TA.OC.23-24.0027","23/27","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18889935531","Mary Banks; Denis Antoine"
45600,1073,"T(P?) 46.27.3","Blue glazed finger ring ""Uatchet"" bezel.","TA.OC.23-24.0027","23/27","","","Sclae 1/1  Size 2 cm diameter.  30.x.23.","","https://www.flickr.com/photos/25459876@N04/18889935531","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45601,580,"P.46.27.","Blue glass barrel bead.","TA.OC.23-24.0028","23/28","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18887656795","Mary Banks; Denis Antoine"
45601,1073,"T(P?) 46.27.","Blue glass barrel cylinder bead.","TA.OC.23-24.0028","23/28","","","Scale 1/1  Size. 2 1/2 cm long.   30.x.23.","Convea is crossed out in title and replaced with barrel in pencil.","https://www.flickr.com/photos/25459876@N04/18887656795","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45602,580,"P.46.27.5.","Broken bronze nail.","TA.OC.23-24.0029","23/29","","Cincinnati","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18267024803","Mary Banks; Denis Antoine"
45602,1073,"T.(P?)46.27.5.","Broken bronze nail.","TA.OC.23-24.0029","23/29","","Cincinati","Size. 3cm long.   30.x.22.  ","","https://www.flickr.com/photos/25459876@N04/18267024803","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45603,580,"P.46.27.","Fragment of a blue glaze finger ring. ""Uatchet"" bezel.","TA.OC.23-24.0030","23/30","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699973740","Mary Banks; Denis Antoine"
45603,1073,"T. (P?)46.27","Fragment of a blue glaze finger ring ""Uatchet"" bezel.","TA.OC.23-24.0030","23/30","","","Sclae 1/1.  30.x.23.","","https://www.flickr.com/photos/25459876@N04/18699973740","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45604,580,"P.46.27.","Bronze needle.","TA.OC.23-24.0031","23/31","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699973280","Michael George Adams; Denis Antoine"
45604,677,"","Bronze needle.","TA.OC.23-24.0031","23/31.","","","Scale 1/1 Size. 10cm. long. 30.X.23. P.46.27. ","","https://www.flickr.com/photos/25459876@N04/18699973280","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45605,580,"P.46.27.10.","Blue glazed grape bunch cone, complete.","TA.OC.23-24.0032","23/32","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18882450452","Michael George Adams; Denis Antoine"
45605,677,"","Blue glazed cone, complete. grape bench","TA.OC.23-24.0032","23/32. ","","","Scale. 1/1 Size. 6cm long. 30. X. 23. P.46. 27.10.","Some of the handwriting was difficult to decipher. I made my best possible judgement. ","https://www.flickr.com/photos/25459876@N04/18882450452","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45606,580,"P.46.28.1.","Clay mould for star pendant.","TA.OC.23-24.0033","23/33","","East Anglia","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18887654535","Michael George Adams; Denis Antoine"
45606,677,"","Clay mould for star pendant.","TA.OC.23-24.0033","22/33.","","East Anglia","Scale 1/1 Size 3 cm diameter. 30. X. 23. P.46. 28.1.  ","","https://www.flickr.com/photos/25459876@N04/18887654535","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45607,580,"P.46.28.5.","Clay mould for finger ring with bezel.","TA.OC.23-24.0034","23/34","","East Anglia","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18265128384","Michael George Adams; Denis Antoine"
45607,677,"","Clay mould for finger ring with bezel. ","TA.OC.23-24.0034","23/24.","","East Anglia","Scale 1/1 Size. 4 cm diameter. 30. X. 23. P.46. 28; 5. ","","https://www.flickr.com/photos/25459876@N04/18265128384","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45608,580,"P.46.28.","Fragment of animal skin.","TA.OC.23-24.0035","23/35","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18861409056","Michael George Adams; Denis Antoine"
45608,677,"","Fragment of animal skin.","TA.OC.23-24.0035","23/35","","","Size about 6cm long. 30. X. 23. P.46. 28. ","","https://www.flickr.com/photos/25459876@N04/18861409056","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45609,580,"P.46.28.4.","Fragments of leather.","TA.OC.23-24.0036","23/36","","","30. X. 23.","Not sure about the provenance: 4 or 1 at the end?
","https://www.flickr.com/photos/25459876@N04/18699950498","Michael George Adams; Denis Antoine"
45609,677,"","Fragments of leather.","TA.OC.23-24.0036","23./36.","","","Size 1) about 13 cm. 2) about 9 cm. 80. x. 23. P.46. 28. L ","","https://www.flickr.com/photos/25459876@N04/18699950498","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45610,580,"P.46.28.4.","Piece of flint roughly flaked","TA.OC.23-24.0037","23/37","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18882446912","Michael George Adams; Denis Antoine"
45610,677,"","Piece of flnit roughly flaked. ","TA.OC.23-24.0037","28/37","","","Scale 1/1 Size. 8cm long. 30. X. 23. P.46. 28. 4. ","","https://www.flickr.com/photos/25459876@N04/18882446912","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45611,580,"P.46.28.1.","Mould for convex cylinder bead.","TA.OC.23-24.0038","23/38","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18890481541","Michael George Adams; Denis Antoine"
45611,677,"","Mould for convex cylinder bead. ","TA.OC.23-24.0038","23/38","","","Scale. 1/4 Size. 3 x 2 1/2 cm. 30. x. 23. P. 46. 28. 1","","https://www.flickr.com/photos/25459876@N04/18890481541","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45612,580,"P.46.28.2.","Blue and green glazed necklace pendant. Thistle design.","TA.OC.23-24.0039","23/39","","B.M.","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18265124734","Mary Banks; Denis Antoine"
45612,1073,"T 46.28.2","Blue and green glazed necklace pendant. Thistle design","TA.OC.23-24.0039","23.39","","B.M.","Scale 1:1  30 x 23 Size 2cm long","","https://www.flickr.com/photos/25459876@N04/18265124734","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45613,580,"P.46.29.3.","Bronze needle, eyehole broken.","TA.OC.23-24.0040","23/40","","","30. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699967380","Michael George Adams; Denis Antoine"
45613,677,"","Bronze needle, eyehole broken. ","TA.OC.23-24.0040","23/40. ","","","Scale 1/1 Size. 9 cm long. 30. x. 23 P. 46. 29. 3. ","","https://www.flickr.com/photos/25459876@N04/18699967380","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45614,580,"P.46.29.3.","Yellow glaze necklace pendant. Nefer design.","TA.OC.23-24.0041","23/41","","","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699947978","Mary Banks; Denis Antoine"
45614,1073,"23.41","Yellow glaze necklace pendant. Nefer design.","TA.OC.23-24.0041","P.46.29.3","","","Scale 1:1   31.x.23  Size: 1 cm long","","https://www.flickr.com/photos/25459876@N04/18699947978","Mary Banks; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45615,580,"P.46.29.6.[;]Room 13.","Blue glaze necklace pendant. Grape design.","TA.OC.23-24.0042","23/42","","Copenhagen","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18265123344","Michael George Adams; Denis Antoine"
45615,677,"","Blue glaze necklace pendant. grape design. ","TA.OC.23-24.0042","23/42","","Copenhagen ","Room 13. Scale 1/1 Size 2 cm long. 31. x. 23. P.46. 29: 6.  ","","https://www.flickr.com/photos/25459876@N04/18265123344","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45616,580,"P.46.29.5.[;]10.","Clay mould for necklace pendant. Bud design.","TA.OC.23-24.0043","23/43","","New Zealand","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18887648565","Michael George Adams; Denis Antoine"
45616,677,"","Clay mould for necklace pendant. Bud design.  ","TA.OC.23-24.0043","23/43. ","","New Zealand","10. Scale. 1/1 Size 3 1/2 x 3 cm 31. x. 23. P.46. 29. 5","","https://www.flickr.com/photos/25459876@N04/18887648565","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45617,580,"P.46.29.1.[;]10","Terra-cotta bust of (female?) Ushabti figure. Traces of red paint on face and blue on wig.","TA.OC.23-24.0044","23/44","","Bristol","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18699946958","Michael George Adams; Denis Antoine"
45617,677,"","Terracota bust of Hahabti fernah? figure. Traces of red paint on face and blue on wig.   ","TA.OC.23-24.0044","23/44. ","","Bristol. ","10 Scale 1/1 probably breasts not hands Size. 6 cm high. 31. x. 23. P. 46. 29. 1.   ","","https://www.flickr.com/photos/25459876@N04/18699946958","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45618,580,"P.46.29.4.[;]10","Scarab of green glaze. Uraeus, hawk and Nefer signs on the base.","TA.OC.23-24.0045","23/45","","","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18701492139","Michael George Adams; Denis Antoine"
45618,677,"","Scarab of green glaze. Uraeus, hawk and nefer signs on the base.  ","TA.OC.23-24.0045","23/45.","","","10 Scale 1/1 Size 1 3/4 cm by 1 cm. 31. x. 23. P. 46. 29. 4. ","","https://www.flickr.com/photos/25459876@N04/18701492139","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45619,580,"P.46.29.7.[;]21.","Portion of a leather binding.","TA.OC.23-24.0046","23/46","","New Zealand","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18861403346","Michael George Adams; Denis Antoine"
45619,677,"","Portion of a leather binding ","TA.OC.23-24.0046","23/ 46","","New Zealand","21. Size. 31. x. 23. P.46. 29. 7. ","","https://www.flickr.com/photos/25459876@N04/18861403346","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45620,580,"P.46.29.7.","Green glaze scarab. Figure of Amenhotep III, a sphinx trampling on a captive. Cartouche ""Men-kheper-ré.","TA.OC.23-24.0047","23/46","","","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18890477351","Michael George Adams; Denis Antoine"
45620,677,"","Green glaze scarab. Figure of Tholimes Amerhobp III is a sphina tramphiq on a captive. Cartouche. Men - kheper - re. ","TA.OC.23-24.0047","23/ 47.","","","perhaps Ameuliotp II c3 (?) - IVono - RC 7heG. Scale. 1/1. Size. 1 3/4 cm by 1 cm. 31 .x. 23. P 46. 29. 7.   ","Some of the handwriting was difficult to decipher. I made my best possible judgement. ","https://www.flickr.com/photos/25459876@N04/18890477351","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45621,580,"P.46.29.4.[;]21","Fragment of glazed tile (?). Lotus pattern. Flowers in green glaze, background in white.","TA.OC.23-24.0048","23/48","","Australia","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18887646575","Michael George Adams; Denis Antoine"
45621,677,"","Fragment of glazed tile (?). Lotus pattern. Flowers in green glaze, background in white.   ","TA.OC.23-24.0048","23./ 48","","Australia","21 not found. Scale 1/1 Size. 3 1/2 x 3 cm. 31. x. 23. P.46. 29. 4. ","","https://www.flickr.com/photos/25459876@N04/18887646575","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
45622,580,"P.46.31.2.","Fragment of a sidewiew of uraeus for inlay. Blue glazed porcelain.","TA.OC.23-24.0049","23/49","","","31. X. 23.","","https://www.flickr.com/photos/25459876@N04/18860865546","Michael George Adams; Denis Antoine"
45622,677,"","Fragment of a side view of wracus for inlay. Blue glazed porcelain. ","TA.OC.23-24.0049","23/ 49. ","","","Scale 1/1 Size 3 1/2 cm. 31. x. 23. P.46. 31. 2 ","Some of the handwriting was difficult to decipher. I made my best possible judgement. ","https://www.flickr.com/photos/25459876@N04/18860865546","Michael George Adams; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
