"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
32852,727,"T.36.38","Fragment of lotus in faience in the round (or high relief).","TA.OC.30-31.009","009","-","","","","https://www.flickr.com/photos/25459876@N04/15877984974","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32853,1,"T.36.38","Alabaster polisher","TA.OC.30-31.010","10","","","Polishing face, side elevation, 1/2 full size","","https://www.flickr.com/photos/25459876@N04/16500548475","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32853,226,"T.36.38","Alabaster polisher","TA.OC.30-31.010","10","","","1/2 full isze","","https://www.flickr.com/photos/25459876@N04/16500548475","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32853,727,"T.36.38","Alabaster polisher","TA.OC.30-31.010","010","-","-","Below image: Polishing Face [;] Side Moration","Notation right of illustration: 1/2 Full Size","https://www.flickr.com/photos/25459876@N04/16500548475","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32854,1,"T.36.38","Small shell","TA.OC.30-31.011","11","","","","","https://www.flickr.com/photos/25459876@N04/16500548425","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32854,226,"T36.38","Small shell","TA.OC.30-31.011","11","","","Full scale ","","https://www.flickr.com/photos/25459876@N04/16500548425","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32854,727,"T.36.38","Small Shell","TA.OC.30-31.011","011","-","-","","","https://www.flickr.com/photos/25459876@N04/16500548425","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32855,1,"T.36.38","Fragment inscribed faience (scarab)","TA.OC.30-31.012","12","0.16, 0.78","","Full scale","","https://www.flickr.com/photos/25459876@N04/16312816118","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32855,226,"T.36.38","Fragment inscribed faience (Scarab)","TA.OC.30-31.012","12","Neg. 0.16 [;]0.78","","full scale","","https://www.flickr.com/photos/25459876@N04/16312816118","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32855,727,"T.36.38","Fragment inscribed faience (Scarab","TA.OC.30-31.012","012","0.16,0.78","-","-","","https://www.flickr.com/photos/25459876@N04/16312816118","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32856,1,"T.36.39","Fossilized ""sea-urchin"" shell","TA.OC.30-31.013","13","","","1/2 full size","","https://www.flickr.com/photos/25459876@N04/16500548315","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32856,226,"T.36.39","Fossilized ""sea-urchin"" shell.","TA.OC.30-31.013","13","","","1/2 size","","https://www.flickr.com/photos/25459876@N04/16500548315","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32856,727,"T.36.38","Fossilized ""sea-urchin"" shell","TA.OC.30-31.013","013","-","-","-","","https://www.flickr.com/photos/25459876@N04/16500548315","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32857,1,"T.36.39","Decorative lion-head in plaster (Sekhmet)","TA.OC.30-31.014","14","0.90","Ashmolean","Full scale; T = traces of red colouring","","https://www.flickr.com/photos/25459876@N04/16314628137","Daniel Pett; Elaine Dale; MARLA WALCOTT"
