"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
43200,226,"Paneshy's House","Fragment of mud jar-sealing, inscribed","TA.OC.26-27.001","","","","(In City of Akhenaten / el. Lv. 99 to 11)","","https://www.flickr.com/photos/25459876@N04/18266853764","Elaine Dale; Maria Christakou; Denis Antoine"
43200,580,"Panehesy's House","Fragment of mud jar-sealing, inscribed","TA.OC.26-27.001","","","","(see City of Akhenaten Pl. LV, 99 no. 11)","","https://www.flickr.com/photos/25459876@N04/18266853764","Elaine Dale; Maria Christakou; Denis Antoine"
43200,652,"[Panehsy's House]","fargment of mud  jar-[       ing]  inscrided","TA.OC.26-27.001","","","","TA 26-7/1","","https://www.flickr.com/photos/25459876@N04/18266853764","Elaine Dale; Maria Christakou; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43201,226,"Panehsy's House","Fragment inlaid glazed tile","TA.OC.26-27.002","","","Fitzwilliam","outside westwards","","https://www.flickr.com/photos/25459876@N04/18703219959","Elaine Dale; Maria Christakou; Denis Antoine"
43201,580,"Panehsy's House","Fragment inlayed glazed tile","TA.OC.26-27.002","2","","Fitzwilliam","Outside west [...]","","https://www.flickr.com/photos/25459876@N04/18703219959","Elaine Dale; Maria Christakou; Denis Antoine"
43201,652,"Parehsy's House A","fragment inlayed glazed tile","TA.OC.26-27.002","","","Fitzwilliam","TA 26-7/2","","https://www.flickr.com/photos/25459876@N04/18703219959","Elaine Dale; Maria Christakou; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43202,226,"Panehsy's House","Fragment of alabaster with remains of cartouche","TA.OC.26-27.003","","","East Anglia","","","https://www.flickr.com/photos/25459876@N04/18268749293","Elaine Dale; Maria Christakou; Denis Antoine"
43202,580,"Panehsy's House","Fragment of alabaster wuth remains of cartouche","TA.OC.26-27.003","3","","East Anglia","","","https://www.flickr.com/photos/25459876@N04/18268749293","Elaine Dale; Maria Christakou; Denis Antoine"
43202,652,"Panehsy's House A","fragment of alabaster with remains of cartouche","TA.OC.26-27.003","","","East Anglia","TA 26-7/3","","https://www.flickr.com/photos/25459876@N04/18268749293","Elaine Dale; Maria Christakou; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43203,226,"Panehsy's House","Fragment of blue faience, engraved with part of the hand of a man","TA.OC.26-27.004","","","Fitzwilliam","outside west wall","","https://www.flickr.com/photos/25459876@N04/18892212731","Elaine Dale; Maria Christakou; Denis Antoine"
43203,580,"Panehsy's House - outside west wall","Fragment of blue fayence, engraved with part of the head of a man","TA.OC.26-27.004","4","","Fitzwilliam","","","https://www.flickr.com/photos/25459876@N04/18892212731","Elaine Dale; Maria Christakou; Denis Antoine"
43203,652,"Panehsy's House A","fragment of blue faience [    nd]  part of the hand of a man","TA.OC.26-27.004","","","Fitzwilliam","TA 26-7/4","","https://www.flickr.com/photos/25459876@N04/18892212731","Elaine Dale; Maria Christakou; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43204,226,"Panehsy's House","Rough pot: worship","TA.OC.26-27.005","","","","","","https://www.flickr.com/photos/25459876@N04/18268748033","Elaine Dale; Maria Christakou; Denis Antoine"
43204,580,"Panehsy's House","Rough pot: no slip","TA.OC.26-27.005","5","","","","","https://www.flickr.com/photos/25459876@N04/18268748033","Elaine Dale; Maria Christakou; Denis Antoine"
43204,652,"Panehsy's House A","Rough pot   [    ip]","TA.OC.26-27.005","","","","TA 26-7/5","","https://www.flickr.com/photos/25459876@N04/18268748033","Elaine Dale; Maria Christakou; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43205,580,"Panehsy's Harem","Rough flint","TA.OC.26-27.006","6","","Office","","","https://www.flickr.com/photos/25459876@N04/18266850014","Maria Christakou; Susan Magyarody; Denis Antoine"
43205,652,"Panehsy's House ","Rough Flint","TA.OC.26-27.006","","","Office","TA 26-7/6","","https://www.flickr.com/photos/25459876@N04/18266850014","Maria Christakou; Susan Magyarody; Denis Antoine"
43205,658,"","Rough Flint","TA.OC.26-27.006","","","Office","Panchsy's Ha[...]","","https://www.flickr.com/photos/25459876@N04/18266850014","Maria Christakou; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43206,580,"Panehsy's Harem","Blue fayence ring-bezel","TA.OC.26-27.007","7","","","","","https://www.flickr.com/photos/25459876@N04/18892210811","Maria Christakou; Susan Magyarody; Denis Antoine"
43206,652,"Panchsy's House ","blue faience ring bezel","TA.OC.26-27.007","","","","TA 26-7/7     l 2.2","","https://www.flickr.com/photos/25459876@N04/18892210811","Maria Christakou; Susan Magyarody; Denis Antoine"
43206,658,"","Blue faience ring-bezel.","TA.OC.26-27.007","","","","Panchsy's Ha[...]","","https://www.flickr.com/photos/25459876@N04/18892210811","Maria Christakou; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43207,580,"Panehsy's House","2 Blue glass beads","TA.OC.26-27.008","8","","","","","https://www.flickr.com/photos/25459876@N04/18268746393","Maria Christakou; Susan Magyarody; Denis Antoine"
43207,652,"Panechsy's House","2 blue glass [bowls]","TA.OC.26-27.008","","","","TA 26-7/1","","https://www.flickr.com/photos/25459876@N04/18268746393","Maria Christakou; Susan Magyarody; Denis Antoine"
43207,658,"","2 Blue glass beads.","TA.OC.26-27.008","","","","Diam.: 0.7 & 0","","https://www.flickr.com/photos/25459876@N04/18268746393","Maria Christakou; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43208,580,"Main Chapel","Fragment of handle of wine jar, with stamped cartouche","TA.OC.26-27.009","9","","E. Anglia","","","https://www.flickr.com/photos/25459876@N04/18863094036","Maria Christakou; Susan Magyarody; Denis Antoine"
43208,652,"Main Chapel","fragment of hamdle of wine jar with stamped cartouche","TA.OC.26-27.009","","","East Anglia","TA 26-7/9","","https://www.flickr.com/photos/25459876@N04/18863094036","Maria Christakou; Susan Magyarody; Denis Antoine"
43208,658,"","Fragment of handle of wine jar, with stamped cartouche.","TA.OC.26-27.009","","","E. Anglia","Main Chapel.","","https://www.flickr.com/photos/25459876@N04/18863094036","Maria Christakou; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43209,580,"Main Chapel","Fragment of blue fayence stamped with [...] sign","TA.OC.26-27.010","10","","Ashmolean","","","https://www.flickr.com/photos/25459876@N04/18892209751","Maria Christakou; Susan Magyarody; Denis Antoine"
43209,652,"Main Chapel","fragment of blue fayence stamped with  [             ]","TA.OC.26-27.010","","","Ashmolean","TA 26-7/10","","https://www.flickr.com/photos/25459876@N04/18892209751","Maria Christakou; Susan Magyarody; Denis Antoine"
43209,658,"","Fragment of blue faience stamped with [...](Hieroglyphic) sign.","TA.OC.26-27.010","","","Ashmolean","Main Chapel.","","https://www.flickr.com/photos/25459876@N04/18892209751","Maria Christakou; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43210,226,"Main Chapel","Fragment of blue faience","TA.OC.26-27.011","","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18268745653","Elaine Dale; Susan Magyarody; Denis Antoine"
43210,580,"Main Chapel","Fragment of blue fayence","TA.OC.26-27.011","11","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18268745653","Elaine Dale; Susan Magyarody; Denis Antoine"
43210,658,"","Fragment of blue faience.","TA.OC.26-27.011","","","Keighley","Main Chapel.","","https://www.flickr.com/photos/25459876@N04/18268745653","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43211,226,"Main Chapel","Fragment of blue faience cartouche","TA.OC.26-27.012","","","Dublin","","","https://www.flickr.com/photos/25459876@N04/18701687390","Elaine Dale; Susan Magyarody; Denis Antoine"
43211,580,"Main Chapel","Fragment of blue fayence cartouche","TA.OC.26-27.012","12","","Dublin","","","https://www.flickr.com/photos/25459876@N04/18701687390","Elaine Dale; Susan Magyarody; Denis Antoine"
43211,658,"","Fragment of blue faience cartouche.","TA.OC.26-27.012","","","Dublin","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18701687390","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43212,226,"Main Chapel","Fragment of blue faience","TA.OC.26-27.013","","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18266846944","Elaine Dale; Susan Magyarody; Denis Antoine"
43212,580,"Main Chapel","Fragment of blue fayence","TA.OC.26-27.013","13","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18266846944","Elaine Dale; Susan Magyarody; Denis Antoine"
43212,658,"","Fragment of blue faience.","TA.OC.26-27.013","","","Keighley","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18266846944","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43213,226,"Main Chapel","Frag. of blue faience bunch of grapes","TA.OC.26-27.014","","","","","","https://www.flickr.com/photos/25459876@N04/18701671358","Elaine Dale; Susan Magyarody; Denis Antoine"
43213,580,"Main Chapel","Frag. of blue fayence bunch of grapes","TA.OC.26-27.014","14","","","","","https://www.flickr.com/photos/25459876@N04/18701671358","Elaine Dale; Susan Magyarody; Denis Antoine"
43213,658,"","Frag. of blue faience: bunch of grapes.","TA.OC.26-27.014","","","","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18701671358","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43214,226,"Main Chapel","Frag. of blue faience","TA.OC.26-27.015","","","","","","https://www.flickr.com/photos/25459876@N04/18703213459","Elaine Dale; Susan Magyarody; Denis Antoine"
43214,580,"Main Chapel","Frag. of blue fayence","TA.OC.26-27.015","15","","","","","https://www.flickr.com/photos/25459876@N04/18703213459","Elaine Dale; Susan Magyarody; Denis Antoine"
43214,658,"","Frag. of blue faience.","TA.OC.26-27.015","","","","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18703213459","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43215,226,"Main Chapel","Fragment of blue faience tile","TA.OC.26-27.016","","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18701685720","Elaine Dale; Susan Magyarody; Denis Antoine"
43215,580,"Main Chapel","Fragment of blue fayence tile","TA.OC.26-27.016","16","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18701685720","Elaine Dale; Susan Magyarody; Denis Antoine"
43215,658,"","Fragment of blue faience tile.","TA.OC.26-27.016","","","Keighley","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18701685720","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43216,226,"Main Chapel","Fragment of blue faience","TA.OC.26-27.017","","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18703212649","Elaine Dale; Susan Magyarody; Denis Antoine"
43216,580,"Main Chapel","Fragment of blue fayence","TA.OC.26-27.017","17","","Keighley","","","https://www.flickr.com/photos/25459876@N04/18703212649","Elaine Dale; Susan Magyarody; Denis Antoine"
43216,658,"","Fragment of blue faience.","TA.OC.26-27.017","","","Keighley","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18703212649","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43217,226,"Main Chapel","Piece of golf foil","TA.OC.26-27.018","","","Office","","","https://www.flickr.com/photos/25459876@N04/18266844814","Elaine Dale; Susan Magyarody; Denis Antoine"
43217,580,"Main Chapel","Piece of [...]","TA.OC.26-27.018","18","","Office","","","https://www.flickr.com/photos/25459876@N04/18266844814","Elaine Dale; Susan Magyarody; Denis Antoine"
43217,658,"","Piece of gold foil.","TA.OC.26-27.018","","","Office","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18266844814","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43218,226,"Main Chapel","Bronze sheath?","TA.OC.26-27.019","","","Cairo","","","https://www.flickr.com/photos/25459876@N04/18884161982","Elaine Dale; Susan Magyarody; Denis Antoine"
43218,580,"Main Chapel","Bronze sheath (?)","TA.OC.26-27.019","19","","Cairo","","","https://www.flickr.com/photos/25459876@N04/18884161982","Elaine Dale; Susan Magyarody; Denis Antoine"
43218,658,"","Bronze sheaths?","TA.OC.26-27.019","","","Cairo","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18884161982","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43219,226,"Main Chapel","Red faience plaque for inlay","TA.OC.26-27.020","","","Pasadena, U.S.A.","","","https://www.flickr.com/photos/25459876@N04/18266843984","Elaine Dale; Susan Magyarody; Denis Antoine"
43219,580,"Main Chapel","Red fayence plaque for inlay","TA.OC.26-27.020","20","","Pasadena U.S.A.","","","https://www.flickr.com/photos/25459876@N04/18266843984","Elaine Dale; Susan Magyarody; Denis Antoine"
43219,658,"","Red [...] plaque for inlay.","TA.OC.26-27.020","","","Pasadena","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18266843984","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43220,226,"Panehsy's House","Three fragments of foil with [...] inscription, [...]","TA.OC.26-27.021","","","","B.M.","","https://www.flickr.com/photos/25459876@N04/18701683500","Elaine Dale; Susan Magyarody; Denis Antoine"
43220,580,"Panehesy's House","Three fragments of pot with a hieratic inscription, [...] very [...]","TA.OC.26-27.021","21","","B. M. 58858","","","https://www.flickr.com/photos/25459876@N04/18701683500","Elaine Dale; Susan Magyarody; Denis Antoine"
43220,658,"","[...] fragment of feet with a hieratic inscription, not very legible (!)","TA.OC.26-27.021","","","B.M.","Pancheny's House","","https://www.flickr.com/photos/25459876@N04/18701683500","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43221,226,"Panehsy's House","Blue faience pendant","TA.OC.26-27.022","","","","","","https://www.flickr.com/photos/25459876@N04/18268740833","Elaine Dale; Susan Magyarody; Denis Antoine"
43221,580,"Panehesy's House","Blue fayence pendant","TA.OC.26-27.022","22","","","","","https://www.flickr.com/photos/25459876@N04/18268740833","Elaine Dale; Susan Magyarody; Denis Antoine"
43221,658,"","Blue faience fragment.","TA.OC.26-27.022","","","","Pancheny's House","","https://www.flickr.com/photos/25459876@N04/18268740833","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43222,226,"Main Chapel","mud jar-sealing, cartouche not very [...]","TA.OC.26-27.023","","","","","","https://www.flickr.com/photos/25459876@N04/18701667678","Elaine Dale; Susan Magyarody; Denis Antoine"
43222,580,"Main Chapel","Mud jar-sealing, cartouche not very clear","TA.OC.26-27.023","23","","","","","https://www.flickr.com/photos/25459876@N04/18701667678","Elaine Dale; Susan Magyarody; Denis Antoine"
43222,658,"","Mud jar-sealing, cartouche not very clear.","TA.OC.26-27.023","","","","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18701667678","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
43223,226,"Main Chapel","Fragment of mud jar-sealing, inscribed","TA.OC.26-27.024","","","","","","https://www.flickr.com/photos/25459876@N04/18863122006","Elaine Dale; Susan Magyarody; Denis Antoine"
43223,580,"Main Chapel","Fragment of mud jar-sealing, inscribed","TA.OC.26-27.024","24","","","","","https://www.flickr.com/photos/25459876@N04/18863122006","Elaine Dale; Susan Magyarody; Denis Antoine"
43223,658,"","Fragment of mud jar-sealing, inscribed.","TA.OC.26-27.024","","","","Main Chapel","","https://www.flickr.com/photos/25459876@N04/18863122006","Elaine Dale; Susan Magyarody; Denis Antoine"
,,,,,,,,,,,
,,,,,,,,,,,
